p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Gene	ensembl_gene_id	entrezgene_id	wikigene_description	ontology term	ontology description	ontology level
2.60E-17	0.290543697	0.747	0.71	8.39E-13	Macf1	ENSMUSG00000028649	11426	microtubule-actin crosslinking factor 1	calcium ion binding	Binding to a calcium ion (Ca2+).	molecular_function
3.14E-17	0.30178116	0.636	0.58	1.01E-12	Trim30a	ENSMUSG00000030921	20128	tripartite motif-containing 30A	protein binding	Binding to a protein.	molecular_function
3.67E-17	0.344163618	0.651	0.63	1.19E-12	Unc93b1	ENSMUSG00000036908	54445	"unc-93 homolog B1, TLR signaling regulator"	toll-like receptor signaling pathway	The series of molecular signals initiated by a ligand binding to a toll-like receptor of a target cell. Toll-like receptors directly bind pattern motifs from a variety of microbial sources to initiate an innate immune response.	biological_process
3.71E-17	-0.27634648	0.573	0.617	1.20E-12	Psmb4	ENSMUSG00000005779	19172	"proteasome (prosome, macropain) subunit, beta type 4"	proteolysis involved in protein catabolic process	The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.	biological_process
3.91E-17	-0.531187277	0.265	0.33	1.26E-12	Pkp3	ENSMUSG00000054065	56460	plakophilin 3	protein binding	Binding to a protein.	molecular_function
4.58E-17	0.463359509	0.321	0.256	1.48E-12	Swt1	ENSMUSG00000052748	66875	SWT1 RNA endoribonuclease homolog (S. cerevisiae)	molecular_function	"A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs."	molecular_function
4.93E-17	-0.324121387	0.422	0.491	1.59E-12	Churc1	ENSMUSG00000090258	211151	churchill domain containing 1	zinc ion binding	Binding to a zinc ion (Zn).	molecular_function
5.02E-17	0.403898826	0.527	0.467	1.62E-12	Numb	ENSMUSG00000021224	18222	NUMB endocytic adaptor protein	protein binding	Binding to a protein.	molecular_function
5.24E-17	0.449755288	0.312	0.248	1.69E-12	2810013P06Rik	ENSMUSG00000099881	100503178	RIKEN cDNA 2810013P06 gene			
5.39E-17	0.429503121	0.378	0.313	1.74E-12	Washc4	ENSMUSG00000034560	319277	WASH complex subunit 4	WASH complex	"A protein complex that localizes at the surface of endosomes, where it recruits and activates the Arp2/3 complex to induce actin polymerization. In human, the WASH complex is composed of F-actin-capping protein subunits alpha and beta, WASH1, FAM21, KIAA1033, KIAA0196 and CCDC53."	cellular_component
5.45E-17	0.33430804	0.455	0.382	1.76E-12	Marf1	ENSMUSG00000060657	223989	meiosis regulator and mRNA stability 1	RNA binding	Binding to an RNA molecule or a portion thereof.	molecular_function
5.88E-17	0.391005921	0.356	0.288	1.90E-12	Fmnl3	ENSMUSG00000023008	22379	formin-like 3	small GTPase binding	Binding to a small monomeric GTPase.	molecular_function
5.88E-17	-0.329185633	0.471	0.528	1.90E-12	Aurkaip1	ENSMUSG00000065990	66077	aurora kinase A interacting protein 1	mitochondrion	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."	cellular_component
6.02E-17	0.427241364	0.448	0.387	1.94E-12	Nrros	ENSMUSG00000052384	224109	negative regulator of reactive oxygen species	protein binding	Binding to a protein.	molecular_function
6.78E-17	-0.314202246	0.409	0.471	2.19E-12	Ufc1	ENSMUSG00000062963	66155	ubiquitin-fold modifier conjugating enzyme 1	protein ufmylation	Covalent attachment of the ubiquitin-like protein UFM1 to another protein.	biological_process
7.00E-17	0.388359701	0.495	0.43	2.26E-12	Znrf2	ENSMUSG00000058446	387524	zinc and ring finger 2	cytoplasm	"The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."	cellular_component
7.07E-17	0.410626458	0.479	0.419	2.28E-12	Arhgap5	ENSMUSG00000035133	11855	Rho GTPase activating protein 5			
7.13E-17	0.352326055	0.528	0.469	2.30E-12	Cd83	ENSMUSG00000015396	12522	CD83 antigen	negative regulation of interleukin-4 production	"Any process that stops, prevents, or reduces the frequency, rate, or extent of interleukin-4 production."	biological_process
8.52E-17	0.37439136	0.321	0.253	2.75E-12	Slc15a4	ENSMUSG00000029416	100561	"solute carrier family 15, member 4"	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
8.67E-17	0.361742422	0.522	0.457	2.80E-12	Mgat4a	ENSMUSG00000026110	269181	"mannoside acetylglucosaminyltransferase 4, isoenzyme A"	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
9.74E-17	-0.392911482	0.426	0.479	3.14E-12	Ftl1-ps1	ENSMUSG00000062382	434624	"ferritin light polypeptide, pseudogene 2"			
9.78E-17	-0.397420658	0.274	0.35	3.16E-12	Ccr2	ENSMUSG00000049103	12772	C-C motif chemokine receptor 2	G protein-coupled receptor activity	Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.	molecular_function
1.00E-16	0.32499278	0.523	0.466	3.24E-12	Ifngr2	ENSMUSG00000022965	15980	interferon gamma receptor 2	protein binding	Binding to a protein.	molecular_function
1.08E-16	0.551550415	0.312	0.251	3.47E-12	Itga6	ENSMUSG00000027111	16403	integrin alpha 6			
1.12E-16	0.40351501	0.358	0.29	3.63E-12	Daglb	ENSMUSG00000039206	231871	"diacylglycerol lipase, beta"	lipid metabolic process	"The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."	biological_process
1.19E-16	-0.387025827	0.189	0.254	3.86E-12	Clec12a	ENSMUSG00000053063	232413	"C-type lectin domain family 12, member a"	signaling receptor regulator activity	Binds to and modulates the activity of a receptor.	molecular_function
1.31E-16	0.322461316	0.492	0.423	4.24E-12	Evl	ENSMUSG00000021262	14026	Ena-vasodilator stimulated phosphoprotein	cytoskeleton	"A cellular structure that forms the internal framework of eukaryotic and prokaryotic cells. The cytoskeleton includes intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles."	cellular_component
1.45E-16	0.360468433	0.453	0.388	4.68E-12	Mylip	ENSMUSG00000038175	218203	myosin regulatory light chain interacting protein	cytoskeleton	"A cellular structure that forms the internal framework of eukaryotic and prokaryotic cells. The cytoskeleton includes intermediate filaments, microfilaments, microtubules, the microtrabecular lattice, and other structures characterized by a polymeric filamentous nature and long-range order within the cell. The various elements of the cytoskeleton not only serve in the maintenance of cellular shape but also have roles in other cellular functions, including cellular movement, cell division, endocytosis, and movement of organelles."	cellular_component
1.48E-16	-0.273068332	0.616	0.661	4.77E-12	Ubl3	ENSMUSG00000001687	24109	ubiquitin-like 3	protein binding	Binding to a protein.	molecular_function
1.49E-16	0.598359411	0.263	0.203	4.80E-12	Pla2g4a	ENSMUSG00000056220	18783	"phospholipase A2, group IVA (cytosolic, calcium-dependent)"	calcium ion binding	Binding to a calcium ion (Ca2+).	molecular_function
1.56E-16	0.392102599	0.672	0.637	5.04E-12	Cd9	ENSMUSG00000030342	12527	CD9 antigen	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
1.58E-16	-0.321334753	0.486	0.534	5.11E-12	Rnh1	ENSMUSG00000038650	107702	ribonuclease/angiogenin inhibitor 1	protein binding	Binding to a protein.	molecular_function
1.95E-16	0.414633775	0.458	0.398	6.30E-12	Maml3	ENSMUSG00000061143	433586	mastermind like transcriptional coactivator 3	transcription coactivator activity	"A transcription coregulator activity that activates or increases the transcription of specific gene sets via binding to a DNA-bound DNA-binding transcription factor, either on its own or as part of a complex. Coactivators often act by altering chromatin structure and modifications. For example, one class of transcription coactivators modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators. A fourth class of coactivator activity is the bridging of a DNA-binding transcription factor to the general (basal) transcription machinery. The Mediator complex, which bridges sequence-specific DNA binding transcription factors and RNA polymerase, is also a transcription coactivator."	molecular_function
2.18E-16	0.260084066	0.422	0.344	7.05E-12	Sparc	ENSMUSG00000018593	20692	secreted acidic cysteine rich glycoprotein	protein binding	Binding to a protein.	molecular_function
2.47E-16	0.564236744	0.415	0.353	7.96E-12	Icam1	ENSMUSG00000037405	15894	intercellular adhesion molecule 1			
2.48E-16	0.589008593	0.259	0.202	8.01E-12	Apbb2	ENSMUSG00000029207	11787	amyloid beta precursor protein binding family B member 2			
2.94E-16	0.574877379	0.357	0.292	9.50E-12	Ehd4	ENSMUSG00000027293	98878	EH-domain containing 4	protein binding	Binding to a protein.	molecular_function
3.25E-16	0.297573645	0.584	0.523	1.05E-11	Phf21a	ENSMUSG00000058318	192285	PHD finger protein 21A	metal ion binding	Binding to a metal ion.	molecular_function
4.48E-16	0.255792223	0.56	0.489	1.45E-11	Nr3c1	ENSMUSG00000024431	14815	"nuclear receptor subfamily 3, group C, member 1"	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
5.23E-16	0.465411656	0.364	0.304	1.69E-11	Tmem119	ENSMUSG00000054675	231633	transmembrane protein 119	ossification	"The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance."	biological_process
5.39E-16	0.268634623	0.384	0.317	1.74E-11	Tex14	ENSMUSG00000010342	83560	testis expressed gene 14 intercellular bridge forming factor	ATP binding	"Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."	molecular_function
5.52E-16	-0.453630665	0.281	0.343	1.78E-11	Trappc6a	ENSMUSG00000002043	67091	trafficking protein particle complex 6A			
5.83E-16	0.353614175	0.326	0.26	1.88E-11	Ank2	ENSMUSG00000032826	109676	"ankyrin 2, brain"	protein binding	Binding to a protein.	molecular_function
6.92E-16	-0.251331209	0.549	0.594	2.23E-11	Tomm22	ENSMUSG00000022427	223696	translocase of outer mitochondrial membrane 22	intracellular protein transport	"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."	biological_process
7.65E-16	0.333931514	0.452	0.384	2.47E-11	Etnk1	ENSMUSG00000030275	75320	ethanolamine kinase 1	kinase activity	"Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."	molecular_function
7.89E-16	-0.299783197	0.525	0.586	2.55E-11	Ly6a	ENSMUSG00000075602	110454	lymphocyte antigen 6 family member A	response to bacterium	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."	biological_process
9.21E-16	0.378022965	0.384	0.32	2.97E-11	Pdia4	ENSMUSG00000025823	12304	protein disulfide isomerase associated 4	protein disulfide isomerase activity	Catalysis of the rearrangement of both intrachain and interchain disulfide bonds in proteins.	molecular_function
1.03E-15	0.413929225	0.261	0.202	3.34E-11	Arhgap4	ENSMUSG00000031389	171207	Rho GTPase activating protein 4	protein binding	Binding to a protein.	molecular_function
1.11E-15	0.378707265	0.377	0.313	3.57E-11	Pea15a	ENSMUSG00000013698	18611	proliferation and apoptosis adaptor protein 15A	protein binding	Binding to a protein.	molecular_function
1.15E-15	-0.30722362	0.439	0.498	3.71E-11	Nt5c	ENSMUSG00000020736	50773	"5',3'-nucleotidase, cytosolic"	5'-nucleotidase activity	Catalysis of the reaction: a 5'-ribonucleotide + H2O = a ribonucleoside + phosphate.	molecular_function
1.30E-15	-0.336562036	0.371	0.435	4.21E-11	Eny2	ENSMUSG00000022338	223527	ENY2 transcription and export complex 2 subunit			
1.38E-15	0.319212874	0.515	0.453	4.45E-11	Tmem135	ENSMUSG00000039428	72759	transmembrane protein 135	mitochondrion	"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."	cellular_component
1.56E-15	0.302274163	0.755	0.733	5.05E-11	Runx1	ENSMUSG00000022952	12394	runt related transcription factor 1	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
1.57E-15	0.45200778	0.274	0.216	5.08E-11	Rgs3	ENSMUSG00000059810	50780	regulator of G-protein signaling 3	protein binding	Binding to a protein.	molecular_function
1.74E-15	0.497766917	0.257	0.199	5.61E-11	Pld1	ENSMUSG00000027695	18805	phospholipase D1	catalytic activity	"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."	molecular_function
